display_name,canonical_wikipedia_url,structural_classification,dominant_verification_status,total_rows,verified_core_rows,verified_broad_rows,structurally_suspect_rows,quarantined_rows,outcome_review_status,stability_after_review,strict_engagement_count_before,strict_engagement_count_after,page_type_mix_before,page_type_mix_after,known_outcome_count_before,known_outcome_count_after,outcome_profile_before,outcome_profile_after,changed_row_count,remaining_unknown_count_after,remaining_unknown_with_page_result_after,unresolved_row_count_after,rank_hierarchical_trust_v2_before,rank_hierarchical_trust_v2_after,rank_hierarchical_weighted_before,rank_hierarchical_weighted_after,trust_tier_before,trust_tier_after,trust_confidence_before,trust_confidence_after
Kikkawa Motoharu,https://en.wikipedia.org/wiki/Kikkawa_Motoharu,structurally_clean,verified_core,5,5,0,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=5; O=0; C=0; W=0,B=5; O=0; C=0; W=0,3,3,V=1; D=1; N=0; U=2,V=1; D=1; N=0; U=2,0,2,2,2,,,,,,,,
Samuel D. Sturgis,https://en.wikipedia.org/wiki/Samuel_D._Sturgis,structurally_clean,verified_core,7,7,0,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,7,7,B=6; O=0; C=0; W=1,B=6; O=0; C=0; W=1,4,6,V=1; D=3; N=0; U=3,V=2; D=4; N=0; U=1,2,1,1,1,,,,,,,,
"Tancred, Prince of Galilee",https://en.wikipedia.org/wiki/Tancred%2C_Prince_of_Galilee,structurally_clean,verified_core,9,9,0,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,9,9,B=9; O=0; C=0; W=0,B=9; O=0; C=0; W=0,3,6,V=0; D=2; N=1; U=6,V=3; D=2; N=1; U=3,3,3,3,3,,,,,,,,
François Anthoine,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Anthoine,structurally_clean,verified_core,8,8,0,0,0,corrected,confirmed_stable_after_review,8,8,B=8; O=0; C=0; W=0,B=8; O=0; C=0; W=0,4,7,V=2; D=1; N=1; U=4,V=2; D=1; N=4; U=1,3,1,0,0,,,,,,,,
Jacob van Wassenaer Obdam,https://en.wikipedia.org/wiki/Jacob_van_Wassenaer_Obdam,mildly_inflated,verified_broad,5,4,1,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=4; O=0; C=0; W=1,B=4; O=0; C=0; W=1,2,2,V=1; D=1; N=0; U=3,V=1; D=1; N=0; U=3,0,3,1,1,,,,,,,,
Vologases IV,https://en.wikipedia.org/wiki/Vologases_IV,materially_inflated,structurally_suspect,6,3,1,2,0,unresolved_after_review,confirmed_stable_after_review,3,3,B=3; O=0; C=0; W=0,B=3; O=0; C=0; W=0,2,2,V=1; D=1; N=0; U=1,V=1; D=1; N=0; U=1,0,1,1,1,,,,,,,,
Farrukhzad,https://en.wikipedia.org/wiki/Farrukhzad,materially_inflated,structurally_suspect,5,4,0,1,0,corrected,confirmed_stable_after_review,4,4,B=4; O=0; C=0; W=0,B=4; O=0; C=0; W=0,3,4,V=1; D=2; N=0; U=1,V=1; D=3; N=0; U=0,1,0,0,0,,,,,,,,
Nitta Yoshisada,https://en.wikipedia.org/wiki/Nitta_Yoshisada,structurally_clean,verified_core,8,8,0,0,0,unresolved_after_review,confirmed_stable_after_review,8,8,B=7; O=0; C=0; W=1,B=7; O=0; C=0; W=1,5,5,V=1; D=4; N=0; U=3,V=1; D=4; N=0; U=3,0,3,3,3,,,,,,,,
Mikhail Frunze,https://en.wikipedia.org/wiki/Mikhail_Frunze,mildly_inflated,verified_broad,9,7,2,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,7,7,B=1; O=2; C=0; W=4,B=1; O=2; C=0; W=4,2,4,V=1; D=1; N=0; U=5,V=3; D=1; N=0; U=3,2,3,3,3,,,,,,,,
Józef Potocki,https://en.wikipedia.org/wiki/J%C3%B3zef_Potocki,structurally_clean,verified_core,5,5,0,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=4; O=0; C=0; W=1,B=4; O=0; C=0; W=1,3,3,V=1; D=2; N=0; U=2,V=1; D=2; N=0; U=2,0,2,1,1,,,,,,,,
Mikhail Tukhachevsky,https://en.wikipedia.org/wiki/Mikhail_Tukhachevsky,structurally_clean,verified_core,9,9,0,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,9,9,B=3; O=1; C=0; W=5,B=3; O=1; C=0; W=5,4,5,V=1; D=3; N=0; U=5,V=2; D=3; N=0; U=4,1,4,4,4,,,,,,,,
Hjalmar Siilasvuo,https://en.wikipedia.org/wiki/Hjalmar_Siilasvuo,structurally_clean,verified_core,5,5,0,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=2; O=2; C=0; W=1,B=2; O=2; C=0; W=1,3,3,V=1; D=1; N=1; U=2,V=1; D=1; N=1; U=2,0,2,2,2,,,,,,,,
Baji Rao II,https://en.wikipedia.org/wiki/Baji_Rao_II,structurally_clean,verified_core,5,5,0,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,5,5,B=2; O=0; C=0; W=3,B=2; O=0; C=0; W=3,3,4,V=2; D=1; N=0; U=2,V=2; D=1; N=1; U=1,1,1,1,1,,,,,,,,
José Miaja,https://en.wikipedia.org/wiki/Jos%C3%A9_Miaja,structurally_clean,verified_core,7,7,0,0,0,unresolved_after_review,confirmed_stable_after_review,7,7,B=6; O=0; C=0; W=1,B=6; O=0; C=0; W=1,4,4,V=1; D=3; N=0; U=3,V=1; D=3; N=0; U=3,0,3,3,3,,,,,,,,
Aeneas de Caprara,https://en.wikipedia.org/wiki/Aeneas_de_Caprara,structurally_clean,verified_core,5,5,0,0,0,corrected,confirmed_stable_after_review,5,5,B=5; O=0; C=0; W=0,B=5; O=0; C=0; W=0,3,4,V=2; D=1; N=0; U=2,V=2; D=1; N=1; U=1,1,1,0,0,,,,,,,,
Maarten Schenck van Nydeggen,https://en.wikipedia.org/wiki/Maarten_Schenck_van_Nydeggen,structurally_clean,verified_core,6,6,0,0,0,unresolved_after_review,confirmed_stable_after_review,6,6,B=5; O=0; C=0; W=1,B=5; O=0; C=0; W=1,4,4,V=0; D=4; N=0; U=2,V=0; D=4; N=0; U=2,0,2,2,2,,,,,,,,
Vasily Borisovich Sheremetev,https://en.wikipedia.org/wiki/Vasily_Borisovich_Sheremetev,mildly_inflated,verified_broad,6,4,2,0,0,unresolved_after_review,confirmed_stable_after_review,4,4,B=4; O=0; C=0; W=0,B=4; O=0; C=0; W=0,2,2,V=0; D=2; N=0; U=2,V=0; D=2; N=0; U=2,0,2,1,1,,,,,,,,
John Fastolf,https://en.wikipedia.org/wiki/John_Fastolf,materially_inflated,structurally_suspect,6,3,1,2,0,unresolved_after_review,confirmed_stable_after_review,3,3,B=3; O=0; C=0; W=0,B=3; O=0; C=0; W=0,2,2,V=1; D=1; N=0; U=1,V=1; D=1; N=0; U=1,0,1,1,1,,,,,,,,
Piet Cronjé,https://en.wikipedia.org/wiki/Piet_Cronj%C3%A9,materially_inflated,structurally_suspect,8,7,0,1,0,unresolved_after_review,confirmed_stable_after_review,7,7,B=6; O=0; C=0; W=1,B=6; O=0; C=0; W=1,4,4,V=1; D=3; N=0; U=3,V=1; D=3; N=0; U=3,0,3,3,3,,,,,,,,
Hans Georg von Arnim-Boitzenburg,https://en.wikipedia.org/wiki/Hans_Georg_von_Arnim-Boitzenburg,mildly_inflated,verified_broad,5,4,1,0,0,unresolved_after_review,confirmed_stable_after_review,4,4,B=3; O=0; C=0; W=1,B=3; O=0; C=0; W=1,3,3,V=2; D=1; N=0; U=1,V=2; D=1; N=0; U=1,0,1,1,1,,,,,,,,
Pericles,https://en.wikipedia.org/wiki/Pericles,mildly_inflated,verified_broad,5,4,1,0,0,unresolved_after_review,confirmed_stable_after_review,4,4,B=0; O=0; C=0; W=4,B=0; O=0; C=0; W=4,2,2,V=0; D=1; N=1; U=2,V=0; D=1; N=1; U=2,0,2,2,2,,,,,,,,
Angelo Iachino,https://en.wikipedia.org/wiki/Angelo_Iachino,mildly_inflated,verified_broad,6,5,1,0,0,corrected,confirmed_stable_after_review,5,5,B=4; O=1; C=0; W=0,B=4; O=1; C=0; W=0,2,4,V=1; D=1; N=0; U=3,V=1; D=1; N=2; U=1,2,1,0,0,,,,,,,,
Marquis de Lafayette,https://en.wikipedia.org/wiki/Marquis_de_Lafayette,structurally_clean,verified_core,6,6,0,0,0,unresolved_after_review,confirmed_stable_after_review,6,6,B=5; O=0; C=0; W=1,B=5; O=0; C=0; W=1,5,5,V=2; D=3; N=0; U=1,V=2; D=3; N=0; U=1,0,1,1,1,,,,,,,,
Pietro Frugoni,https://en.wikipedia.org/wiki/Pietro_Frugoni,structurally_clean,verified_core,6,6,0,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,6,6,B=6; O=0; C=0; W=0,B=6; O=0; C=0; W=0,4,5,V=2; D=1; N=0; U=2,V=2; D=1; N=1; U=1,1,1,1,1,,,,,,,,
Pontiac,https://en.wikipedia.org/wiki/Pontiac_%28Odawa_leader%29,structurally_clean,verified_core,5,5,0,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=3; O=0; C=0; W=2,B=3; O=0; C=0; W=2,4,4,V=1; D=2; N=1; U=1,V=1; D=2; N=1; U=1,0,1,1,1,,,,,,,,
Gotthard Heinrici,https://en.wikipedia.org/wiki/Gotthard_Heinrici,structurally_clean,verified_core,5,5,0,0,0,corrected,confirmed_stable_after_review,5,5,B=4; O=1; C=0; W=0,B=4; O=1; C=0; W=0,4,5,V=1; D=3; N=0; U=1,V=1; D=3; N=1; U=0,1,0,0,0,,,,,,,,
Otto Wöhler,https://en.wikipedia.org/wiki/Otto_W%C3%B6hler,structurally_clean,verified_core,9,9,0,0,0,unresolved_after_review,confirmed_stable_after_review,9,9,B=2; O=7; C=0; W=0,B=2; O=7; C=0; W=0,5,5,V=0; D=5; N=0; U=4,V=0; D=5; N=0; U=4,0,4,4,4,,,,,,,,
Honda Masanobu,https://en.wikipedia.org/wiki/Honda_Masanobu,materially_inflated,structurally_suspect,5,4,0,1,0,corrected_but_partially_unresolved,confirmed_stable_after_review,4,4,B=4; O=0; C=0; W=0,B=4; O=0; C=0; W=0,2,3,V=1; D=1; N=0; U=2,V=1; D=1; N=1; U=1,1,1,1,1,,,,,,,,
Tohir Yoʻldosh,https://en.wikipedia.org/wiki/Tohir_Yo%CA%BBldosh,structurally_clean,verified_core,5,5,0,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=1; O=2; C=0; W=2,B=1; O=2; C=0; W=2,3,3,V=1; D=2; N=0; U=2,V=1; D=2; N=0; U=2,0,2,1,1,,,,,,,,
Henry of Flanders,https://en.wikipedia.org/wiki/Henry_of_Flanders,materially_inflated,structurally_suspect,5,4,0,1,0,unresolved_after_review,confirmed_stable_after_review,4,4,B=4; O=0; C=0; W=0,B=4; O=0; C=0; W=0,3,3,V=2; D=1; N=0; U=1,V=2; D=1; N=0; U=1,0,1,1,1,,,,,,,,
Nikola Ivanov,https://en.wikipedia.org/wiki/Nikola_Ivanov,mildly_inflated,verified_broad,6,5,1,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=3; O=0; C=0; W=2,B=3; O=0; C=0; W=2,3,3,V=2; D=0; N=1; U=2,V=2; D=0; N=1; U=2,0,2,2,2,,,,,,,,
Lothar Rendulic,https://en.wikipedia.org/wiki/Lothar_Rendulic,mildly_inflated,verified_broad,10,9,1,0,0,unresolved_after_review,confirmed_stable_after_review,9,9,B=0; O=7; C=0; W=2,B=0; O=7; C=0; W=2,7,7,V=0; D=7; N=0; U=2,V=0; D=7; N=0; U=2,0,2,2,2,,,,,,,,
"Raymond VI, Count of Toulouse",https://en.wikipedia.org/wiki/Raymond_VI%2C_Count_of_Toulouse,materially_inflated,structurally_suspect,6,5,0,1,0,corrected_but_partially_unresolved,confirmed_stable_after_review,5,5,B=5; O=0; C=0; W=0,B=5; O=0; C=0; W=0,2,4,V=1; D=1; N=0; U=3,V=1; D=3; N=0; U=1,2,1,1,1,,,,,,,,
Anne Hilarion de Tourville,https://en.wikipedia.org/wiki/Anne_Hilarion_de_Tourville,structurally_clean,verified_core,5,5,0,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,5,5,B=4; O=0; C=0; W=1,B=4; O=0; C=0; W=1,3,4,V=2; D=1; N=0; U=2,V=2; D=1; N=1; U=1,1,1,1,1,,,,,,,,
Jan Kemp,https://en.wikipedia.org/wiki/Jan_Kemp_%28general%29,mildly_inflated,verified_broad,6,4,2,0,0,unresolved_after_review,confirmed_stable_after_review,4,4,B=2; O=0; C=0; W=2,B=2; O=0; C=0; W=2,2,2,V=1; D=1; N=0; U=2,V=1; D=1; N=0; U=2,0,2,2,2,,,,,,,,
André Furtado de Mendonça,https://en.wikipedia.org/wiki/Andr%C3%A9_Furtado_de_Mendon%C3%A7a,materially_inflated,structurally_suspect,5,3,1,1,0,unresolved_after_review,confirmed_stable_after_review,3,3,B=3; O=0; C=0; W=0,B=3; O=0; C=0; W=0,2,2,V=0; D=2; N=0; U=1,V=0; D=2; N=0; U=1,0,1,1,1,,,,,,,,
Hermann Kövess von Kövessháza,https://en.wikipedia.org/wiki/Hermann_K%C3%B6vess_von_K%C3%B6vessh%C3%A1za,materially_inflated,structurally_suspect,6,4,1,1,0,unresolved_after_review,confirmed_stable_after_review,4,4,B=3; O=1; C=0; W=0,B=3; O=1; C=0; W=0,2,2,V=0; D=2; N=0; U=2,V=0; D=2; N=0; U=2,0,2,2,2,,,,,,,,
"Friedrich Wilhelm, Fürst zu Hohenlohe-Kirchberg",https://en.wikipedia.org/wiki/Friedrich_Wilhelm%2C_F%C3%BCrst_zu_Hohenlohe-Kirchberg,structurally_clean,verified_core,5,5,0,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=5; O=0; C=0; W=0,B=5; O=0; C=0; W=0,4,4,V=2; D=2; N=0; U=1,V=2; D=2; N=0; U=1,0,1,1,1,,,,,,,,
Kirill Moskalenko,https://en.wikipedia.org/wiki/Kirill_Moskalenko,mildly_inflated,verified_broad,6,5,1,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,5,5,B=4; O=1; C=0; W=0,B=4; O=1; C=0; W=0,2,3,V=1; D=1; N=0; U=3,V=1; D=1; N=1; U=2,1,2,2,2,,,,,,,,
Tej Singh,https://en.wikipedia.org/wiki/Tej_Singh,materially_inflated,structurally_suspect,6,5,0,1,0,corrected_but_partially_unresolved,confirmed_stable_after_review,5,5,B=3; O=0; C=0; W=2,B=3; O=0; C=0; W=2,3,4,V=0; D=2; N=1; U=2,V=1; D=2; N=1; U=1,1,1,1,1,,,,,,,,
Aslan Maskhadov,https://en.wikipedia.org/wiki/Aslan_Maskhadov,structurally_clean,verified_core,5,5,0,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,5,5,B=3; O=0; C=0; W=2,B=3; O=0; C=0; W=2,3,3,V=1; D=2; N=0; U=2,V=0; D=3; N=0; U=2,1,2,2,2,,,,,,,,
YouTube,https://en.wikipedia.org/wiki/YouTube,structurally_clean,verified_core,5,5,0,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=5; O=0; C=0; W=0,B=5; O=0; C=0; W=0,3,3,V=0; D=1; N=2; U=2,V=0; D=1; N=2; U=2,0,2,2,2,,,,,,,,
Koos de la Rey,https://en.wikipedia.org/wiki/Koos_de_la_Rey,structurally_clean,verified_core,11,11,0,0,0,unresolved_after_review,confirmed_stable_after_review,11,11,B=10; O=0; C=0; W=1,B=10; O=0; C=0; W=1,5,5,V=1; D=4; N=0; U=6,V=1; D=4; N=0; U=6,0,6,6,6,,,,,,,,
Alexander Litvinov,https://en.wikipedia.org/wiki/Alexander_Litvinov,structurally_clean,verified_core,5,5,0,0,0,corrected,confirmed_stable_after_review,5,5,B=4; O=1; C=0; W=0,B=4; O=1; C=0; W=0,3,5,V=2; D=1; N=0; U=2,V=3; D=1; N=1; U=0,2,0,0,0,,,,,,,,
Suluk,https://en.wikipedia.org/wiki/Suluk_%28T%C3%BCrgesh_khagan%29,structurally_clean,verified_core,6,6,0,0,0,unresolved_after_review,confirmed_stable_after_review,6,6,B=6; O=0; C=0; W=0,B=6; O=0; C=0; W=0,4,4,V=1; D=3; N=0; U=2,V=1; D=3; N=0; U=2,0,2,1,1,,,,,,,,
Gottfried Heinrich Graf zu Pappenheim,https://en.wikipedia.org/wiki/Gottfried_Heinrich_Graf_zu_Pappenheim,materially_inflated,structurally_suspect,7,5,1,1,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=4; O=0; C=0; W=1,B=4; O=0; C=0; W=1,3,3,V=1; D=2; N=0; U=2,V=1; D=2; N=0; U=2,0,2,2,2,,,,,,,,
Bhai Daya Singh,https://en.wikipedia.org/wiki/Daya_Singh,structurally_clean,verified_core,7,7,0,0,0,corrected,confirmed_stable_after_review,7,7,B=7; O=0; C=0; W=0,B=7; O=0; C=0; W=0,3,7,V=0; D=3; N=0; U=4,V=4; D=3; N=0; U=0,4,0,0,0,,,,,,,,
"Maximilian Anton Karl, Count Baillet de Latour",https://en.wikipedia.org/wiki/Maximilian_Anton_Karl%2C_Count_Baillet_de_Latour,structurally_clean,verified_core,7,7,0,0,0,corrected,confirmed_stable_after_review,7,7,B=7; O=0; C=0; W=0,B=7; O=0; C=0; W=0,4,6,V=1; D=3; N=0; U=3,V=1; D=5; N=0; U=1,2,1,0,0,,,,,,,,
Max von Boehn,https://en.wikipedia.org/wiki/Max_von_Boehn_%28general%29,mildly_inflated,verified_broad,6,5,1,0,0,corrected,confirmed_stable_after_review,5,5,B=5; O=0; C=0; W=0,B=5; O=0; C=0; W=0,4,5,V=0; D=4; N=0; U=1,V=0; D=4; N=1; U=0,1,0,0,0,,,,,,,,
Alexander Yegorov,https://en.wikipedia.org/wiki/Alexander_Yegorov_%28general%29,mildly_inflated,verified_broad,6,5,1,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=2; O=2; C=0; W=1,B=2; O=2; C=0; W=1,4,4,V=0; D=4; N=0; U=1,V=0; D=4; N=0; U=1,0,1,1,1,,,,,,,,
Petrus Johannes Liebenberg,https://en.wikipedia.org/wiki/Petrus_Johannes_Liebenberg,structurally_clean,verified_core,8,8,0,0,0,unresolved_after_review,confirmed_stable_after_review,8,8,B=7; O=0; C=0; W=1,B=7; O=0; C=0; W=1,6,6,V=1; D=5; N=0; U=2,V=1; D=5; N=0; U=2,0,2,2,2,,,,,,,,
Aleksander Koniecpolski,https://en.wikipedia.org/wiki/Aleksander_Koniecpolski_%281620-1659%29,structurally_clean,verified_core,5,5,0,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=5; O=0; C=0; W=0,B=5; O=0; C=0; W=0,4,4,V=2; D=2; N=0; U=1,V=2; D=2; N=0; U=1,0,1,1,1,,,,,,,,
Zain Khan Sirhindi,https://en.wikipedia.org/wiki/Zain_Khan_Sirhindi,mildly_inflated,verified_broad,6,4,2,0,0,corrected,confirmed_stable_after_review,4,4,B=4; O=0; C=0; W=0,B=4; O=0; C=0; W=0,3,4,V=1; D=2; N=0; U=1,V=2; D=2; N=0; U=0,1,0,0,0,,,,,,,,
Louis Bonaparte,https://en.wikipedia.org/wiki/Louis_Bonaparte,mildly_inflated,verified_broad,5,4,1,0,0,unresolved_after_review,confirmed_stable_after_review,4,4,B=1; O=0; C=0; W=3,B=1; O=0; C=0; W=3,3,3,V=2; D=1; N=0; U=1,V=2; D=1; N=0; U=1,0,1,1,1,,,,,,,,
Alexandros Mavrokordatos,https://en.wikipedia.org/wiki/Alexandros_Mavrokordatos,mildly_inflated,verified_broad,5,3,2,0,0,unresolved_after_review,confirmed_stable_after_review,3,3,B=3; O=0; C=0; W=0,B=3; O=0; C=0; W=0,2,2,V=1; D=1; N=0; U=1,V=1; D=1; N=0; U=1,0,1,1,1,,,,,,,,
Looking Glass,https://en.wikipedia.org/wiki/Looking_Glass_%28Native_American_leader%29,structurally_clean,verified_core,5,5,0,0,0,corrected,confirmed_stable_after_review,5,5,B=4; O=0; C=0; W=1,B=4; O=0; C=0; W=1,4,5,V=2; D=2; N=0; U=1,V=2; D=2; N=1; U=0,1,0,0,0,,,,,,,,
Joseph Achuzie,https://en.wikipedia.org/wiki/Joseph_Achuzie,structurally_clean,verified_core,5,5,0,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=2; O=2; C=0; W=1,B=2; O=2; C=0; W=1,4,4,V=2; D=2; N=0; U=1,V=2; D=2; N=0; U=1,0,1,1,1,,,,,,,,
Pavel Kurochkin,https://en.wikipedia.org/wiki/Pavel_Kurochkin,mildly_inflated,verified_broad,5,4,1,0,0,unresolved_after_review,confirmed_stable_after_review,4,4,B=0; O=4; C=0; W=0,B=0; O=4; C=0; W=0,3,3,V=2; D=1; N=0; U=1,V=2; D=1; N=0; U=1,0,1,1,1,,,,,,,,
Andries Pretorius,https://en.wikipedia.org/wiki/Andries_Pretorius,structurally_clean,verified_core,5,5,0,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=5; O=0; C=0; W=0,B=5; O=0; C=0; W=0,4,4,V=0; D=3; N=0; U=1,V=0; D=3; N=0; U=1,0,1,1,1,,,,,,,,
Peter II of Aragon,https://en.wikipedia.org/wiki/Peter_II_of_Aragon,high_priority_manual_concern,structurally_suspect,5,3,0,2,0,unresolved_after_review,confirmed_stable_after_review,3,3,B=3; O=0; C=0; W=0,B=3; O=0; C=0; W=0,2,2,V=1; D=1; N=0; U=1,V=1; D=1; N=0; U=1,0,1,1,1,,,,,,,,
Imam Shamil,https://en.wikipedia.org/wiki/Imam_Shamil,materially_inflated,structurally_suspect,7,6,0,1,0,corrected_but_partially_unresolved,confirmed_stable_after_review,6,6,B=6; O=0; C=0; W=0,B=6; O=0; C=0; W=0,3,5,V=0; D=3; N=0; U=3,V=0; D=5; N=0; U=1,2,1,1,1,,,,,,,,
Pavle Bakić,https://en.wikipedia.org/wiki/Pavle_Baki%C4%87,materially_inflated,structurally_suspect,5,3,1,1,0,unresolved_after_review,confirmed_stable_after_review,3,3,B=3; O=0; C=0; W=0,B=3; O=0; C=0; W=0,2,2,V=0; D=2; N=0; U=1,V=0; D=2; N=0; U=1,0,1,1,1,,,,,,,,
Hernando Pizarro,https://en.wikipedia.org/wiki/Hernando_Pizarro,structurally_clean,verified_core,5,5,0,0,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=5; O=0; C=0; W=0,B=5; O=0; C=0; W=0,3,3,V=2; D=1; N=0; U=2,V=2; D=1; N=0; U=2,0,2,2,2,,,,,,,,
Bahman Jaduya,https://en.wikipedia.org/wiki/Bahman_Jaduya,mildly_inflated,verified_broad,5,4,1,0,0,corrected,confirmed_stable_after_review,4,4,B=4; O=0; C=0; W=0,B=4; O=0; C=0; W=0,3,4,V=1; D=2; N=0; U=1,V=1; D=3; N=0; U=0,1,0,0,0,,,,,,,,
Draža Mihailović,https://en.wikipedia.org/wiki/Dra%C5%BEa_Mihailovi%C4%87,mildly_inflated,verified_broad,5,3,2,0,0,unresolved_after_review,confirmed_stable_after_review,3,3,B=2; O=1; C=0; W=0,B=2; O=1; C=0; W=0,2,2,V=1; D=1; N=0; U=1,V=1; D=1; N=0; U=1,0,1,1,1,,,,,,,,
Bayan I,https://en.wikipedia.org/wiki/Bayan_I,high_priority_manual_concern,structurally_suspect,5,2,1,2,0,unresolved_after_review,confirmed_stable_after_review,2,2,B=2; O=0; C=0; W=0,B=2; O=0; C=0; W=0,1,1,V=0; D=1; N=0; U=1,V=0; D=1; N=0; U=1,0,1,1,1,,,,,,,,
Ashraf Hotak,https://en.wikipedia.org/wiki/Ashraf_Hotak,mildly_inflated,verified_broad,7,6,1,0,0,unresolved_after_review,confirmed_stable_after_review,6,6,B=5; O=0; C=0; W=1,B=5; O=0; C=0; W=1,3,3,V=0; D=3; N=0; U=3,V=0; D=3; N=0; U=3,0,3,3,3,,,,,,,,
Hōjō Ujimasa,https://en.wikipedia.org/wiki/H%C5%8Dj%C5%8D_Ujimasa,structurally_clean,verified_core,6,6,0,0,0,unresolved_after_review,confirmed_stable_after_review,6,6,B=6; O=0; C=0; W=0,B=6; O=0; C=0; W=0,3,3,V=0; D=3; N=0; U=3,V=0; D=3; N=0; U=3,0,3,3,3,,,,,,,,
Louis of Nassau,https://en.wikipedia.org/wiki/Louis_of_Nassau,materially_inflated,structurally_suspect,6,5,0,1,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=5; O=0; C=0; W=0,B=5; O=0; C=0; W=0,3,3,V=1; D=2; N=0; U=2,V=1; D=2; N=0; U=2,0,2,2,2,,,,,,,,
Cezayirli Gazi Hasan Pasha,https://en.wikipedia.org/wiki/Cezayirli_Gazi_Hasan_Pasha,mildly_inflated,verified_broad,5,4,1,0,0,corrected,confirmed_stable_after_review,4,4,B=4; O=0; C=0; W=0,B=4; O=0; C=0; W=0,2,3,V=0; D=2; N=0; U=2,V=0; D=2; N=1; U=1,1,1,0,0,,,,,,,,
Benjamin Lincoln,https://en.wikipedia.org/wiki/Benjamin_Lincoln,structurally_clean,verified_core,6,6,0,0,0,unresolved_after_review,confirmed_stable_after_review,6,6,B=6; O=0; C=0; W=0,B=6; O=0; C=0; W=0,5,5,V=1; D=4; N=0; U=1,V=1; D=4; N=0; U=1,0,1,1,1,,,,,,,,
Frederick William II of Prussia,https://en.wikipedia.org/wiki/Frederick_William_II_of_Prussia,mildly_inflated,verified_broad,5,4,1,0,0,unresolved_after_review,confirmed_stable_after_review,4,4,B=2; O=0; C=0; W=2,B=2; O=0; C=0; W=2,3,3,V=2; D=1; N=0; U=1,V=2; D=1; N=0; U=1,0,1,1,1,,,,,,,,
Julian Cesarini,https://en.wikipedia.org/wiki/Julian_Cesarini,materially_inflated,structurally_suspect,6,5,0,1,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=5; O=0; C=0; W=0,B=5; O=0; C=0; W=0,4,4,V=0; D=4; N=0; U=1,V=0; D=4; N=0; U=1,0,1,1,1,,,,,,,,
Ignacio López Rayón,https://en.wikipedia.org/wiki/Ignacio_L%C3%B3pez_Ray%C3%B3n,mildly_inflated,verified_broad,6,5,1,0,0,corrected,confirmed_stable_after_review,5,5,B=5; O=0; C=0; W=0,B=5; O=0; C=0; W=0,4,5,V=2; D=2; N=0; U=1,V=3; D=2; N=0; U=0,1,0,0,0,,,,,,,,
Peter of Castile,https://en.wikipedia.org/wiki/Peter_of_Castile,materially_inflated,structurally_suspect,5,4,0,1,0,unresolved_after_review,confirmed_stable_after_review,4,4,B=3; O=0; C=0; W=1,B=3; O=0; C=0; W=1,2,2,V=1; D=1; N=0; U=2,V=1; D=1; N=0; U=2,0,2,2,2,,,,,,,,
Archduke Eugen of Austria,https://en.wikipedia.org/wiki/Archduke_Eugen_of_Austria,structurally_clean,verified_core,8,8,0,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,8,8,B=8; O=0; C=0; W=0,B=8; O=0; C=0; W=0,5,6,V=1; D=4; N=0; U=3,V=1; D=4; N=1; U=2,1,2,2,2,,,,,,,,
Juan Modesto,https://en.wikipedia.org/wiki/Juan_Modesto,structurally_clean,verified_core,7,7,0,0,0,unresolved_after_review,confirmed_stable_after_review,7,7,B=6; O=0; C=0; W=1,B=6; O=0; C=0; W=1,5,5,V=0; D=5; N=0; U=2,V=0; D=5; N=0; U=2,0,2,2,2,,,,,,,,
August Kork,https://en.wikipedia.org/wiki/August_Kork,structurally_clean,verified_core,8,8,0,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,8,8,B=6; O=0; C=0; W=2,B=6; O=0; C=0; W=2,4,5,V=0; D=4; N=0; U=4,V=1; D=4; N=0; U=3,1,3,3,3,,,,,,,,
